MonthStart ProductID  RegionID   Units                                   ASP                                     Revenue                                 COGS
2025-10-01 P002       R01        126000.00                               999.00                                  125874000.00                            73006920.00
2025-10-01 P002       R02        107100.00                               999.00                                  106992900.00                            62055882.00
2025-10-01 P002       R03        119700.00                               999.00                                  119580300.00                            69356574.00
2025-10-01 P002       R04        69300.00                                999.00                                  69230700.00                             40153806.00
2025-10-01 P003       R01        147000.00                               549.00                                  80703000.00                             48421800.00
2025-10-01 P003       R02        124950.00                               549.00                                  68597550.00                             41158530.00
2025-10-01 P003       R03        139650.00                               549.00                                  76667850.00                             46000710.00
2025-10-01 P003       R04        80850.00                                549.00                                  44386650.00                             26631990.00
2025-10-01 P004       R01        73500.00                                1199.00                                 88126500.00                             48469575.00
2025-10-01 P004       R02        62475.00                                1199.00                                 74907525.00                             41199138.75
2025-10-01 P004       R03        69825.00                                1199.00                                 83720175.00                             46046096.25
2025-10-01 P004       R04        40425.00                                1199.00                                 48469575.00                             26658266.25
2025-10-01 P005       R01        189000.00                               299.00                                  56511000.00                             28255500.00
2025-10-01 P005       R02        160650.00                               299.00                                  48034350.00                             24017175.00
2025-10-01 P005       R03        179550.00                               299.00                                  53685450.00                             26842725.00
2025-10-01 P005       R04        103950.00                               299.00                                  31081050.00                             15540525.00
2025-10-01 P006       R01        630000.00                               39.00                                   24570000.00                             6142500.00
2025-10-01 P006       R02        535500.00                               39.00                                   20884500.00                             5221125.00
2025-10-01 P006       R03        598500.00                               39.00                                   23341500.00                             5835375.00
2025-10-01 P006       R04        346500.00                               39.00                                   13513500.00                             3378375.00
2025-10-01 P007       R01        420000.00                               24.00                                   10080000.00                             2016000.00
2025-10-01 P007       R02        357000.00                               24.00                                   8568000.00                              1713600.00
2025-10-01 P007       R03        399000.00                               24.00                                   9576000.00                              1915200.00
2025-10-01 P007       R04        231000.00                               24.00                                   5544000.00                              1108800.00
2025-10-01 P008       R01        1260000.00                              12.00                                   15120000.00                             4536000.00
2025-10-01 P008       R02        1071000.00                              12.00                                   12852000.00                             3855600.00
2025-10-01 P008       R03        1197000.00                              12.00                                   14364000.00                             4309200.00
2025-10-01 P008       R04        693000.00                               12.00                                   8316000.00                              2494800.00
2025-10-01 P009       R01        840000.00                               15.00                                   12600000.00                             4410000.00
2025-10-01 P009       R02        714000.00                               15.00                                   10710000.00                             3748500.00
2025-10-01 P009       R03        798000.00                               15.00                                   11970000.00                             4189500.00
2025-10-01 P009       R04        462000.00                               15.00                                   6930000.00                              2425500.00
2025-10-01 P010       R01        945000.00                               8.00                                    7560000.00                              1134000.00
2025-10-01 P010       R02        803250.00                               8.00                                    6426000.00                              963900.00
2025-10-01 P010       R03        897750.00                               8.00                                    7182000.00                              1077300.00
2025-10-01 P010       R04        519750.00                               8.00                                    4158000.00                              623700.00
2025-11-01 P001       R01        280000.00                               699.00                                  195720000.00                            121346400.00
2025-11-01 P001       R02        238000.00                               699.00                                  166362000.00                            103144440.00
2025-11-01 P001       R03        266000.00                               699.00                                  185934000.00                            115279080.00
2025-11-01 P001       R04        154000.00                               699.00                                  107646000.00                            66740520.00
2025-11-01 P002       R01        134400.00                               999.00                                  134265600.00                            77874048.00
2025-11-01 P002       R02        114240.00                               999.00                                  114125760.00                            66192940.80
2025-11-01 P002       R03        127680.00                               999.00                                  127552320.00                            73980345.60
2025-11-01 P002       R04        73920.00                                999.00                                  73846080.00                             42830726.40
2025-11-01 P003       R01        156800.00                               549.00                                  86083200.00                             51649920.00
2025-11-01 P003       R02        133280.00                               549.00                                  73170720.00                             43902432.00
2025-11-01 P003       R03        148960.00                               549.00                                  81779040.00                             49067424.00
2025-11-01 P003       R04        86240.00                                549.00                                  47345760.00                             28407456.00
2025-11-01 P004       R01        78400.00                                1199.00                                 94001600.00                             51700880.00
2025-11-01 P004       R02        66640.00                                1199.00                                 79901360.00                             43945748.00
2025-11-01 P004       R03        74480.00                                1199.00                                 89301520.00                             49115836.00
2025-11-01 P004       R04        43120.00                                1199.00                                 51700880.00                             28435484.00
2025-11-01 P005       R01        201600.00                               299.00                                  60278400.00                             30139200.00
2025-11-01 P005       R02        171360.00                               299.00                                  51236640.00                             25618320.00
2025-11-01 P005       R03        191520.00                               299.00                                  57264480.00                             28632240.00
2025-11-01 P005       R04        110880.00                               299.00                                  33153120.00                             16576560.00
2025-11-01 P006       R01        672000.00                               39.00                                   26208000.00                             6552000.00
2025-11-01 P006       R02        571200.00                               39.00                                   22276800.00                             5569200.00
2025-11-01 P006       R03        638400.00                               39.00                                   24897600.00                             6224400.00
2025-11-01 P006       R04        369600.00                               39.00                                   14414400.00                             3603600.00
2025-11-01 P007       R01        448000.00                               24.00                                   10752000.00                             2150400.00
2025-11-01 P007       R02        380800.00                               24.00                                   9139200.00                              1827840.00
2025-11-01 P007       R03        425600.00                               24.00                                   10214400.00                             2042880.00
2025-11-01 P007       R04        246400.00                               24.00                                   5913600.00                              1182720.00
2025-11-01 P008       R01        1344000.00                              12.00                                   16128000.00                             4838400.00
2025-11-01 P008       R02        1142400.00                              12.00                                   13708800.00                             4112640.00
2025-11-01 P008       R03        1276800.00                              12.00                                   15321600.00                             4596480.00
2025-11-01 P008       R04        739200.00                               12.00                                   8870400.00                              2661120.00
2025-11-01 P009       R01        896000.00                               15.00                                   13440000.00                             4704000.00
2025-11-01 P009       R02        761600.00                               15.00                                   11424000.00                             3998400.00
2025-11-01 P009       R03        851200.00                               15.00                                   12768000.00                             4468800.00
2025-11-01 P009       R04        492800.00                               15.00                                   7392000.00                              2587200.00
2025-11-01 P010       R01        1008000.00                              8.00                                    8064000.00                              1209600.00
2025-11-01 P010       R02        856800.00                               8.00                                    6854400.00                              1028160.00
2025-11-01 P010       R03        957600.00                               8.00                                    7660800.00                              1149120.00
2025-11-01 P010       R04        554400.00                               8.00                                    4435200.00                              665280.00
2025-12-01 P001       R01        295000.00                               699.00                                  206205000.00                            127847100.00
2025-12-01 P001       R02        250750.00                               699.00                                  175274250.00                            108670035.00
2025-12-01 P001       R03        280250.00                               699.00                                  195894750.00                            121454745.00
2025-12-01 P001       R04        162250.00                               699.00                                  113412750.00                            70315905.00
2025-12-01 P002       R01        141600.00                               999.00                                  141458400.00                            82045872.00
2025-12-01 P002       R02        120360.00                               999.00                                  120239640.00                            69738991.20
2025-12-01 P002       R03        134520.00                               999.00                                  134385480.00                            77943578.40
2025-12-01 P002       R04        77880.00                                999.00                                  77802120.00                             45125229.60
2025-12-01 P003       R01        165200.00                               549.00                                  90694800.00                             54416880.00
2025-12-01 P003       R02        140420.00                               549.00                                  77090580.00                             46254348.00
2025-12-01 P003       R03        156940.00                               549.00                                  86160060.00                             51696036.00
2025-12-01 P003       R04        90860.00                                549.00                                  49882140.00                             29929284.00
2025-12-01 P004       R01        82600.00                                1199.00                                 99037400.00                             54470570.00
2025-12-01 P004       R02        70210.00                                1199.00                                 84181790.00                             46299984.50
2025-12-01 P004       R03        78470.00                                1199.00                                 94085530.00                             51747041.50
2025-12-01 P004       R04        45430.00                                1199.00                                 54470570.00                             29958813.50
2025-12-01 P005       R01        212400.00                               299.00                                  63507600.00                             31753800.00
2025-12-01 P005       R02        180540.00                               299.00                                  53981460.00                             26990730.00
2025-12-01 P005       R03        201780.00                               299.00                                  60332220.00                             30166110.00
2025-12-01 P005       R04        116820.00                               299.00                                  34929180.00                             17464590.00
2025-12-01 P006       R01        708000.00                               39.00                                   27612000.00                             6903000.00
2025-12-01 P006       R02        601800.00                               39.00                                   23470200.00                             5867550.00
2025-12-01 P006       R03        672600.00                               39.00                                   26231400.00                             6557850.00
2025-12-01 P006       R04        389400.00                               39.00                                   15186600.00                             3796650.00
2025-12-01 P007       R01        472000.00                               24.00                                   11328000.00                             2265600.00
2025-12-01 P007       R02        401200.00                               24.00                                   9628800.00                              1925760.00
2025-12-01 P007       R03        448400.00                               24.00                                   10761600.00                             2152320.00
2025-12-01 P007       R04        259600.00                               24.00                                   6230400.00                              1246080.00
2025-12-01 P008       R01        1416000.00                              12.00                                   16992000.00                             5097600.00
2025-12-01 P008       R02        1203600.00                              12.00                                   14443200.00                             4332960.00
2025-12-01 P008       R03        1345200.00                              12.00                                   16142400.00                             4842720.00
2025-12-01 P008       R04        778800.00                               12.00                                   9345600.00                              2803680.00
2025-12-01 P009       R01        944000.00                               15.00                                   14160000.00                             4956000.00
2025-12-01 P009       R02        802400.00                               15.00                                   12036000.00                             4212600.00
2025-12-01 P009       R03        896800.00                               15.00                                   13452000.00                             4708200.00
2025-12-01 P009       R04        519200.00                               15.00                                   7788000.00                              2725800.00
2025-12-01 P010       R01        1062000.00                              8.00                                    8496000.00                              1274400.00
2025-12-01 P010       R02        902700.00                               8.00                                    7221600.00                              1083240.00
2025-12-01 P010       R03        1008900.00                              8.00                                    8071200.00                              1210680.00
2025-12-01 P010       R04        584100.00                               8.00                                    4672800.00                              700920.00
2026-01-01 P001       R01        230000.00                               699.00                                  160770000.00                            99677400.00
2026-01-01 P001       R02        195500.00                               699.00                                  136654500.00                            84725790.00
2026-01-01 P001       R03        218500.00                               699.00                                  152731500.00                            94693530.00
2026-01-01 P001       R04        126500.00                               699.00                                  88423500.00                             54822570.00
2026-01-01 P002       R01        110400.00                               999.00                                  110289600.00                            63967968.00
2026-01-01 P002       R02        93840.00                                999.00                                  93746160.00                             54372772.80
2026-01-01 P002       R03        104880.00                               999.00                                  104775120.00                            60769569.60
2026-01-01 P002       R04        60720.00                                999.00                                  60659280.00                             35182382.40
2026-01-01 P003       R01        128800.00                               549.00                                  70711200.00                             42426720.00
2026-01-01 P003       R02        109480.00                               549.00                                  60104520.00                             36062712.00
2026-01-01 P003       R03        122360.00                               549.00                                  67175640.00                             40305384.00
2026-01-01 P003       R04        70840.00                                549.00                                  38891160.00                             23334696.00
2026-01-01 P004       R01        64400.00                                1199.00                                 77215600.00                             42468580.00
2026-01-01 P004       R02        54740.00                                1199.00                                 65633260.00                             36098293.00
2026-01-01 P004       R03        61180.00                                1199.00                                 73354820.00                             40345151.00
2026-01-01 P004       R04        35420.00                                1199.00                                 42468580.00                             23357719.00
2026-01-01 P005       R01        165600.00                               299.00                                  49514400.00                             24757200.00
2026-01-01 P005       R02        140760.00                               299.00                                  42087240.00                             21043620.00
2026-01-01 P005       R03        157320.00                               299.00                                  47038680.00                             23519340.00
2026-01-01 P005       R04        91080.00                                299.00                                  27232920.00                             13616460.00
2026-01-01 P006       R01        552000.00                               39.00                                   21528000.00                             5382000.00
2026-01-01 P006       R02        469200.00                               39.00                                   18298800.00                             4574700.00
2026-01-01 P006       R03        524400.00                               39.00                                   20451600.00                             5112900.00
2026-01-01 P006       R04        303600.00                               39.00                                   11840400.00                             2960100.00
2026-01-01 P007       R01        368000.00                               24.00                                   8832000.00                              1766400.00
2026-01-01 P007       R02        312800.00                               24.00                                   7507200.00                              1501440.00
2026-01-01 P007       R03        349600.00                               24.00                                   8390400.00                              1678080.00
2026-01-01 P007       R04        202400.00                               24.00                                   4857600.00                              971520.00
2026-01-01 P008       R01        1104000.00                              12.00                                   13248000.00                             3974400.00
2026-01-01 P008       R02        938400.00                               12.00                                   11260800.00                             3378240.00
2026-01-01 P008       R03        1048800.00                              12.00                                   12585600.00                             3775680.00
2026-01-01 P008       R04        607200.00                               12.00                                   7286400.00                              2185920.00
2026-01-01 P009       R01        736000.00                               15.00                                   11040000.00                             3864000.00
2026-01-01 P009       R02        625600.00                               15.00                                   9384000.00                              3284400.00
2026-01-01 P009       R03        699200.00                               15.00                                   10488000.00                             3670800.00
2026-01-01 P009       R04        404800.00                               15.00                                   6072000.00                              2125200.00
2026-01-01 P010       R01        828000.00                               8.00                                    6624000.00                              993600.00
2026-01-01 P010       R02        703800.00                               8.00                                    5630400.00                              844560.00
2026-01-01 P010       R03        786600.00                               8.00                                    6292800.00                              943920.00
2026-01-01 P010       R04        455400.00                               8.00                                    3643200.00                              546480.00
2026-02-01 P001       R01        225000.00                               699.00                                  157275000.00                            97510500.00
2026-02-01 P001       R02        191250.00                               699.00                                  133683750.00                            82883925.00
2026-02-01 P001       R03        213750.00                               699.00                                  149411250.00                            92634975.00
2026-02-01 P001       R04        123750.00                               699.00                                  86501250.00                             53630775.00
2026-02-01 P002       R01        108000.00                               999.00                                  107892000.00                            62577360.00
2026-02-01 P002       R02        91800.00                                999.00                                  91708200.00                             53190756.00
2026-02-01 P002       R03        102600.00                               999.00                                  102497400.00                            59448492.00
2026-02-01 P002       R04        59400.00                                999.00                                  59340600.00                             34417548.00
2026-02-01 P003       R01        126000.00                               549.00                                  69174000.00                             41504400.00
2026-02-01 P003       R02        107100.00                               549.00                                  58797900.00                             35278740.00
2026-02-01 P003       R03        119700.00                               549.00                                  65715300.00                             39429180.00
2026-02-01 P003       R04        69300.00                                549.00                                  38045700.00                             22827420.00
2026-02-01 P004       R01        63000.00                                1199.00                                 75537000.00                             41545350.00
2026-02-01 P004       R02        53550.00                                1199.00                                 64206450.00                             35313547.50
2026-02-01 P004       R03        59850.00                                1199.00                                 71760150.00                             39468082.50
2026-02-01 P004       R04        34650.00                                1199.00                                 41545350.00                             22849942.50
2026-02-01 P005       R01        162000.00                               299.00                                  48438000.00                             24219000.00
2026-02-01 P005       R02        137700.00                               299.00                                  41172300.00                             20586150.00
2026-02-01 P005       R03        153900.00                               299.00                                  46016100.00                             23008050.00
2026-02-01 P005       R04        89100.00                                299.00                                  26640900.00                             13320450.00
2026-02-01 P006       R01        540000.00                               39.00                                   21060000.00                             5265000.00
2026-02-01 P006       R02        459000.00                               39.00                                   17901000.00                             4475250.00
2026-02-01 P006       R03        513000.00                               39.00                                   20007000.00                             5001750.00
2026-02-01 P006       R04        297000.00                               39.00                                   11583000.00                             2895750.00
2026-02-01 P007       R01        360000.00                               24.00                                   8640000.00                              1728000.00
2026-02-01 P007       R02        306000.00                               24.00                                   7344000.00                              1468800.00
2026-02-01 P007       R03        342000.00                               24.00                                   8208000.00                              1641600.00
2026-02-01 P007       R04        198000.00                               24.00                                   4752000.00                              950400.00
2026-02-01 P008       R01        1080000.00                              12.00                                   12960000.00                             3888000.00
2026-02-01 P008       R02        918000.00                               12.00                                   11016000.00                             3304800.00
2026-02-01 P008       R03        1026000.00                              12.00                                   12312000.00                             3693600.00
2026-02-01 P008       R04        594000.00                               12.00                                   7128000.00                              2138400.00
2026-02-01 P009       R01        720000.00                               15.00                                   10800000.00                             3780000.00
2026-02-01 P009       R02        612000.00                               15.00                                   9180000.00                              3213000.00
2026-02-01 P009       R03        684000.00                               15.00                                   10260000.00                             3591000.00
2026-02-01 P009       R04        396000.00                               15.00                                   5940000.00                              2079000.00
2026-02-01 P010       R01        810000.00                               8.00                                    6480000.00                              972000.00
2026-02-01 P010       R02        688500.00                               8.00                                    5508000.00                              826200.00
2026-02-01 P010       R03        769500.00                               8.00                                    6156000.00                              923400.00
2026-02-01 P010       R04        445500.00                               8.00                                    3564000.00                              534600.00
2026-03-01 P001       R01        240000.00                               699.00                                  167760000.00                            104011200.00
2026-03-01 P001       R02        204000.00                               699.00                                  142596000.00                            88409520.00
2026-03-01 P001       R03        228000.00                               699.00                                  159372000.00                            98810640.00
2026-03-01 P001       R04        132000.00                               699.00                                  92268000.00                             57206160.00
2026-03-01 P002       R01        115200.00                               999.00                                  115084800.00                            66749184.00
2026-03-01 P002       R02        97920.00                                999.00                                  97822080.00                             56736806.40
2026-03-01 P002       R03        109440.00                               999.00                                  109330560.00                            63411724.80
2026-03-01 P002       R04        63360.00                                999.00                                  63296640.00                             36712051.20
2026-03-01 P003       R01        134400.00                               549.00                                  73785600.00                             44271360.00
2026-03-01 P003       R02        114240.00                               549.00                                  62717760.00                             37630656.00
2026-03-01 P003       R03        127680.00                               549.00                                  70096320.00                             42057792.00
2026-03-01 P003       R04        73920.00                                549.00                                  40582080.00                             24349248.00
2026-03-01 P004       R01        67200.00                                1199.00                                 80572800.00                             44315040.00
2026-03-01 P004       R02        57120.00                                1199.00                                 68486880.00                             37667784.00
2026-03-01 P004       R03        63840.00                                1199.00                                 76544160.00                             42099288.00
2026-03-01 P004       R04        36960.00                                1199.00                                 44315040.00                             24373272.00
2026-03-01 P005       R01        172800.00                               299.00                                  51667200.00                             25833600.00
2026-03-01 P005       R02        146880.00                               299.00                                  43917120.00                             21958560.00
2026-03-01 P005       R03        164160.00                               299.00                                  49083840.00                             24541920.00
2026-03-01 P005       R04        95040.00                                299.00                                  28416960.00                             14208480.00
2026-03-01 P006       R01        576000.00                               39.00                                   22464000.00                             5616000.00
2026-03-01 P006       R02        489600.00                               39.00                                   19094400.00                             4773600.00
2026-03-01 P006       R03        547200.00                               39.00                                   21340800.00                             5335200.00
2026-03-01 P006       R04        316800.00                               39.00                                   12355200.00                             3088800.00
2026-03-01 P007       R01        384000.00                               24.00                                   9216000.00                              1843200.00
2026-03-01 P007       R02        326400.00                               24.00                                   7833600.00                              1566720.00
2026-03-01 P007       R03        364800.00                               24.00                                   8755200.00                              1751040.00
2026-03-01 P007       R04        211200.00                               24.00                                   5068800.00                              1013760.00
2026-03-01 P008       R01        1152000.00                              12.00                                   13824000.00                             4147200.00
2026-03-01 P008       R02        979200.00                               12.00                                   11750400.00                             3525120.00
2026-03-01 P008       R03        1094400.00                              12.00                                   13132800.00                             3939840.00
2026-03-01 P008       R04        633600.00                               12.00                                   7603200.00                              2280960.00
2026-03-01 P009       R01        768000.00                               15.00                                   11520000.00                             4032000.00
2026-03-01 P009       R02        652800.00                               15.00                                   9792000.00                              3427200.00
2026-03-01 P009       R03        729600.00                               15.00                                   10944000.00                             3830400.00
2026-03-01 P009       R04        422400.00                               15.00                                   6336000.00                              2217600.00
2026-03-01 P010       R01        864000.00                               8.00                                    6912000.00                              1036800.00
2026-03-01 P010       R02        734400.00                               8.00                                    5875200.00                              881280.00
2026-03-01 P010       R03        820800.00                               8.00                                    6566400.00                              984960.00
2026-03-01 P010       R04        475200.00                               8.00                                    3801600.00                              570240.00
2026-04-01 P001       R01        237500.00                               699.00                                  166012500.00                            102927750.00
2026-04-01 P001       R02        201875.00                               699.00                                  141110625.00                            87488587.50
2026-04-01 P001       R03        225625.00                               699.00                                  157711875.00                            97781362.50
2026-04-01 P001       R04        130625.00                               699.00                                  91306875.00                             56610262.50
2026-04-01 P002       R01        114000.00                               999.00                                  113886000.00                            66053880.00
2026-04-01 P002       R02        96900.00                                999.00                                  96803100.00                             56145798.00
2026-04-01 P002       R03        108300.00                               999.00                                  108191700.00                            62751186.00
2026-04-01 P002       R04        62700.00                                999.00                                  62637300.00                             36329634.00
2026-04-01 P003       R01        133000.00                               549.00                                  73017000.00                             43810200.00
2026-04-01 P003       R02        113050.00                               549.00                                  62064450.00                             37238670.00
2026-04-01 P003       R03        126350.00                               549.00                                  69366150.00                             41619690.00
2026-04-01 P003       R04        73150.00                                549.00                                  40159350.00                             24095610.00
2026-04-01 P004       R01        66500.00                                1199.00                                 79733500.00                             43853425.00
2026-04-01 P004       R02        56525.00                                1199.00                                 67773475.00                             37275411.25
2026-04-01 P004       R03        63175.00                                1199.00                                 75746825.00                             41660753.75
2026-04-01 P004       R04        36575.00                                1199.00                                 43853425.00                             24119383.75
2026-04-01 P005       R01        171000.00                               299.00                                  51129000.00                             25564500.00
2026-04-01 P005       R02        145350.00                               299.00                                  43459650.00                             21729825.00
2026-04-01 P005       R03        162450.00                               299.00                                  48572550.00                             24286275.00
2026-04-01 P005       R04        94050.00                                299.00                                  28120950.00                             14060475.00
2026-04-01 P006       R01        570000.00                               39.00                                   22230000.00                             5557500.00
2026-04-01 P006       R02        484500.00                               39.00                                   18895500.00                             4723875.00
2026-04-01 P006       R03        541500.00                               39.00                                   21118500.00                             5279625.00
2026-04-01 P006       R04        313500.00                               39.00                                   12226500.00                             3056625.00
2026-04-01 P007       R01        380000.00                               24.00                                   9120000.00                              1824000.00
2026-04-01 P007       R02        323000.00                               24.00                                   7752000.00                              1550400.00
2026-04-01 P007       R03        361000.00                               24.00                                   8664000.00                              1732800.00
2026-04-01 P007       R04        209000.00                               24.00                                   5016000.00                              1003200.00
2026-04-01 P008       R01        1140000.00                              12.00                                   13680000.00                             4104000.00
2026-04-01 P008       R02        969000.00                               12.00                                   11628000.00                             3488400.00
2026-04-01 P008       R03        1083000.00                              12.00                                   12996000.00                             3898800.00
2026-04-01 P008       R04        627000.00                               12.00                                   7524000.00                              2257200.00
2026-04-01 P009       R01        760000.00                               15.00                                   11400000.00                             3990000.00
2026-04-01 P009       R02        646000.00                               15.00                                   9690000.00                              3391500.00
2026-04-01 P009       R03        722000.00                               15.00                                   10830000.00                             3790500.00
2026-04-01 P009       R04        418000.00                               15.00                                   6270000.00                              2194500.00
2026-04-01 P010       R01        855000.00                               8.00                                    6840000.00                              1026000.00
2026-04-01 P010       R02        726750.00                               8.00                                    5814000.00                              872100.00
2026-04-01 P010       R03        812250.00                               8.00                                    6498000.00                              974700.00
2026-04-01 P010       R04        470250.00                               8.00                                    3762000.00                              564300.00
2026-05-01 P001       R01        250000.00                               699.00                                  174750000.00                            108345000.00
2026-05-01 P001       R02        212500.00                               699.00                                  148537500.00                            92093250.00
2026-05-01 P001       R03        237500.00                               699.00                                  166012500.00                            102927750.00
2026-05-01 P001       R04        137500.00                               699.00                                  96112500.00                             59589750.00
2026-05-01 P002       R01        120000.00                               999.00                                  119880000.00                            69530400.00
2026-05-01 P002       R02        102000.00                               999.00                                  101898000.00                            59100840.00
2026-05-01 P002       R03        114000.00                               999.00                                  113886000.00                            66053880.00
2026-05-01 P002       R04        66000.00                                999.00                                  65934000.00                             38241720.00
2026-05-01 P003       R01        140000.00                               549.00                                  76860000.00                             46116000.00
2026-05-01 P003       R02        119000.00                               549.00                                  65331000.00                             39198600.00
2026-05-01 P003       R03        133000.00                               549.00                                  73017000.00                             43810200.00
2026-05-01 P003       R04        77000.00                                549.00                                  42273000.00                             25363800.00
2026-05-01 P004       R01        70000.00                                1199.00                                 83930000.00                             46161500.00
2026-05-01 P004       R02        59500.00                                1199.00                                 71340500.00                             39237275.00
2026-05-01 P004       R03        66500.00                                1199.00                                 79733500.00                             43853425.00
2026-05-01 P004       R04        38500.00                                1199.00                                 46161500.00                             25388825.00
2026-05-01 P005       R01        180000.00                               299.00                                  53820000.00                             26910000.00
2026-05-01 P005       R02        153000.00                               299.00                                  45747000.00                             22873500.00
2026-05-01 P005       R03        171000.00                               299.00                                  51129000.00                             25564500.00
2026-05-01 P005       R04        99000.00                                299.00                                  29601000.00                             14800500.00
2026-05-01 P006       R01        600000.00                               39.00                                   23400000.00                             5850000.00
2026-05-01 P006       R02        510000.00                               39.00                                   19890000.00                             4972500.00
2026-05-01 P006       R03        570000.00                               39.00                                   22230000.00                             5557500.00
2026-05-01 P006       R04        330000.00                               39.00                                   12870000.00                             3217500.00
2026-05-01 P007       R01        400000.00                               24.00                                   9600000.00                              1920000.00
2026-05-01 P007       R02        340000.00                               24.00                                   8160000.00                              1632000.00
2026-05-01 P007       R03        380000.00                               24.00                                   9120000.00                              1824000.00
2026-05-01 P007       R04        220000.00                               24.00                                   5280000.00                              1056000.00
2026-05-01 P008       R01        1200000.00                              12.00                                   14400000.00                             4320000.00
2026-05-01 P008       R02        1020000.00                              12.00                                   12240000.00                             3672000.00
2026-05-01 P008       R03        1140000.00                              12.00                                   13680000.00                             4104000.00
2026-05-01 P008       R04        660000.00                               12.00                                   7920000.00                              2376000.00
2026-05-01 P009       R01        800000.00                               15.00                                   12000000.00                             4200000.00
2026-05-01 P009       R02        680000.00                               15.00                                   10200000.00                             3570000.00
2026-05-01 P009       R03        760000.00                               15.00                                   11400000.00                             3990000.00
2026-05-01 P009       R04        440000.00                               15.00                                   6600000.00                              2310000.00
2026-05-01 P010       R01        900000.00                               8.00                                    7200000.00                              1080000.00
2026-05-01 P010       R02        765000.00                               8.00                                    6120000.00                              918000.00
2026-05-01 P010       R03        855000.00                               8.00                                    6840000.00                              1026000.00
2026-05-01 P010       R04        495000.00                               8.00                                    3960000.00                              594000.00
2026-06-01 P001       R01        255000.00                               699.00                                  178245000.00                            110511900.00
2026-06-01 P001       R02        216750.00                               699.00                                  151508250.00                            93935115.00
2026-06-01 P001       R03        242250.00                               699.00                                  169332750.00                            104986305.00
2026-06-01 P001       R04        140250.00                               699.00                                  98034750.00                             60781545.00
2026-06-01 P002       R01        122400.00                               999.00                                  122277600.00                            70921008.00
2026-06-01 P002       R02        104040.00                               999.00                                  103935960.00                            60282856.80
2026-06-01 P002       R03        116280.00                               999.00                                  116163720.00                            67374957.60
2026-06-01 P002       R04        67320.00                                999.00                                  67252680.00                             39006554.40
2026-06-01 P003       R01        142800.00                               549.00                                  78397200.00                             47038320.00
2026-06-01 P003       R02        121380.00                               549.00                                  66637620.00                             39982572.00
2026-06-01 P003       R03        135660.00                               549.00                                  74477340.00                             44686404.00
2026-06-01 P003       R04        78540.00                                549.00                                  43118460.00                             25871076.00
2026-06-01 P004       R01        71400.00                                1199.00                                 85608600.00                             47084730.00
2026-06-01 P004       R02        60690.00                                1199.00                                 72767310.00                             40022020.50
2026-06-01 P004       R03        67830.00                                1199.00                                 81328170.00                             44730493.50
2026-06-01 P004       R04        39270.00                                1199.00                                 47084730.00                             25896601.50
2026-06-01 P005       R01        183600.00                               299.00                                  54896400.00                             27448200.00
2026-06-01 P005       R02        156060.00                               299.00                                  46661940.00                             23330970.00
2026-06-01 P005       R03        174420.00                               299.00                                  52151580.00                             26075790.00
2026-06-01 P005       R04        100980.00                               299.00                                  30193020.00                             15096510.00
2026-06-01 P006       R01        612000.00                               39.00                                   23868000.00                             5967000.00
2026-06-01 P006       R02        520200.00                               39.00                                   20287800.00                             5071950.00
2026-06-01 P006       R03        581400.00                               39.00                                   22674600.00                             5668650.00
2026-06-01 P006       R04        336600.00                               39.00                                   13127400.00                             3281850.00
2026-06-01 P007       R01        408000.00                               24.00                                   9792000.00                              1958400.00
2026-06-01 P007       R02        346800.00                               24.00                                   8323200.00                              1664640.00
2026-06-01 P007       R03        387600.00                               24.00                                   9302400.00                              1860480.00
2026-06-01 P007       R04        224400.00                               24.00                                   5385600.00                              1077120.00
2026-06-01 P008       R01        1224000.00                              12.00                                   14688000.00                             4406400.00
2026-06-01 P008       R02        1040400.00                              12.00                                   12484800.00                             3745440.00
2026-06-01 P008       R03        1162800.00                              12.00                                   13953600.00                             4186080.00
2026-06-01 P008       R04        673200.00                               12.00                                   8078400.00                              2423520.00
2026-06-01 P009       R01        816000.00                               15.00                                   12240000.00                             4284000.00
2026-06-01 P009       R02        693600.00                               15.00                                   10404000.00                             3641400.00
2026-06-01 P009       R03        775200.00                               15.00                                   11628000.00                             4069800.00
2026-06-01 P009       R04        448800.00                               15.00                                   6732000.00                              2356200.00
2026-06-01 P010       R01        918000.00                               8.00                                    7344000.00                              1101600.00
2026-06-01 P010       R02        780300.00                               8.00                                    6242400.00                              936360.00
2026-06-01 P010       R03        872100.00                               8.00                                    6976800.00                              1046520.00
2026-06-01 P010       R04        504900.00                               8.00                                    4039200.00                              605880.00

(720 rows affected)


Completion time: 2026-08-19T19:18:00.3583670+08:00
